trigger_level,trigger_hour,atr_level,goal_hour,percent_complete,raw_count,direction
-0.382,1500,-1.0,1500,19.2,44,Above
-0.382,1500,-1.0,1500,76.1,89,Below
-0.382,1500,-0.786,1500,46.7,78,Above
-0.382,1500,-0.786,1500,43.8,160,Below
-0.382,1500,-0.618,1500,9.0,267,Above
-0.382,1500,-0.618,1500,94.0,12,Below
-0.382,1500,-0.5,1500,57.1,210,Above
-0.382,1500,-0.5,1500,3.9,108,Below
-0.382,1500,-0.382,1500,43.1,294,Above
-0.382,1500,-0.382,1500,64.7,275,Below
-0.382,1500,-0.236,1500,2.9,34,Above
-0.382,1500,-0.236,1500,92.0,123,Below
-0.382,1500,0.0,1500,57.8,31,Above
-0.382,1500,0.0,1500,94.0,58,Below
-0.382,1500,0.236,1500,18.8,130,Above
-0.382,1500,0.236,1500,2.7,167,Below
-0.382,1500,0.382,1500,47.0,202,Above
-0.382,1500,0.382,1500,25.3,82,Below
-0.382,1500,0.5,1500,71.5,207,Above
-0.382,1500,0.5,1500,67.6,60,Below
-0.382,1500,0.618,1500,22.9,100,Above
-0.382,1500,0.618,1500,57.7,38,Below
-0.382,1500,0.786,1500,44.4,29,Above
-0.382,1500,0.786,1500,28.3,41,Below
-0.382,1500,1.0,1500,87.9,22,Above
-0.382,1500,1.0,1500,11.1,81,Below
-0.382,1600,-1.0,1600,95.6,79,Above
-0.382,1600,-1.0,1600,15.4,262,Below
-0.382,1600,-0.786,1600,6.1,121,Above
-0.382,1600,-0.786,1600,22.0,197,Below
-0.382,1600,-0.618,1600,53.6,243,Above
-0.382,1600,-0.618,1600,29.6,99,Below
-0.382,1600,-0.5,1600,56.0,55,Above
-0.382,1600,-0.5,1600,47.4,298,Below
-0.382,1600,-0.382,1600,67.5,293,Above
-0.382,1600,-0.382,1600,91.1,123,Below
-0.382,1600,-0.236,1600,26.7,94,Above
-0.382,1600,-0.236,1600,85.7,47,Below
-0.382,1600,0.0,1600,81.2,249,Above
-0.382,1600,0.0,1600,50.0,247,Below
-0.382,1600,0.236,1600,51.6,284,Above
-0.382,1600,0.236,1600,36.4,241,Below
-0.382,1600,0.382,1600,17.0,149,Above
-0.382,1600,0.382,1600,24.4,97,Below
-0.382,1600,0.5,1600,81.8,123,Above
-0.382,1600,0.5,1600,10.3,284,Below
-0.382,1600,0.618,1600,20.2,283,Above
-0.382,1600,0.618,1600,1.8,229,Below
-0.382,1600,0.786,1600,25.4,143,Above
-0.382,1600,0.786,1600,31.9,259,Below
-0.382,1600,1.0,1600,98.5,39,Above
-0.382,1600,1.0,1600,87.3,96,Below
-0.236,OPEN,-1.0,OPEN,20.8,291,Above
-0.236,OPEN,-1.0,OPEN,89.0,235,Below
-0.236,OPEN,-0.786,OPEN,67.4,77,Above
-0.236,OPEN,-0.786,OPEN,74.5,118,Below
-0.236,OPEN,-0.618,OPEN,91.6,288,Above
-0.236,OPEN,-0.618,OPEN,90.3,140,Below
-0.236,OPEN,-0.5,OPEN,37.9,293,Above
-0.236,OPEN,-0.5,OPEN,15.2,223,Below
-0.236,OPEN,-0.382,OPEN,77.8,114,Above
-0.236,OPEN,-0.382,OPEN,97.6,7,Below
-0.236,OPEN,-0.236,OPEN,27.4,51,Above
-0.236,OPEN,-0.236,OPEN,72.7,74,Below
-0.236,OPEN,0.0,OPEN,1.5,293,Above
-0.236,OPEN,0.0,OPEN,89.0,264,Below
-0.236,OPEN,0.236,OPEN,63.7,175,Above
-0.236,OPEN,0.236,OPEN,2.3,98,Below
-0.236,OPEN,0.382,OPEN,89.7,232,Above
-0.236,OPEN,0.382,OPEN,63.5,225,Below
-0.236,OPEN,0.5,OPEN,8.2,128,Above
-0.236,OPEN,0.5,OPEN,60.7,140,Below
-0.236,OPEN,0.618,OPEN,12.9,245,Above
-0.236,OPEN,0.618,OPEN,86.5,190,Below
-0.236,OPEN,0.786,OPEN,86.9,7,Above
-0.236,OPEN,0.786,OPEN,5.1,250,Below
-0.236,OPEN,1.0,OPEN,24.8,288,Above
-0.236,OPEN,1.0,OPEN,44.6,52,Below
-0.236,0900,-1.0,0900,1.7,153,Above
-0.236,0900,-1.0,0900,31.8,169,Below
-0.236,0900,-0.786,0900,69.8,204,Above
-0.236,0900,-0.786,0900,84.3,245,Below
-0.236,0900,-0.618,0900,14.8,158,Above
-0.236,0900,-0.618,0900,5.5,122,Below
-0.236,0900,-0.5,0900,34.2,129,Above
-0.236,0900,-0.5,0900,96.2,64,Below
-0.236,0900,-0.382,0900,19.6,127,Above
-0.236,0900,-0.382,0900,98.3,161,Below
-0.236,0900,-0.236,0900,52.0,98,Above
-0.236,0900,-0.236,0900,13.8,24,Below
-0.236,0900,0.0,0900,75.8,36,Above
-0.236,0900,0.0,0900,62.6,179,Below
-0.236,0900,0.236,0900,51.5,165,Above
-0.236,0900,0.236,0900,50.3,112,Below
-0.236,0900,0.382,0900,78.8,45,Above
-0.236,0900,0.382,0900,18.9,10,Below
-0.236,0900,0.5,0900,16.8,258,Above
-0.236,0900,0.5,0900,41.3,11,Below
-0.236,0900,0.618,0900,17.2,61,Above
-0.236,0900,0.618,0900,2.5,236,Below
-0.236,0900,0.786,0900,9.2,137,Above
-0.236,0900,0.786,0900,42.5,52,Below
-0.236,0900,1.0,0900,98.0,232,Above
-0.236,0900,1.0,0900,79.5,298,Below
-0.236,1000,-1.0,1000,16.3,211,Above
-0.236,1000,-1.0,1000,94.4,55,Below
-0.236,1000,-0.786,1000,44.2,224,Above
-0.236,1000,-0.786,1000,3.1,252,Below
-0.236,1000,-0.618,1000,73.8,110,Above
-0.236,1000,-0.618,1000,85.2,225,Below
-0.236,1000,-0.5,1000,26.4,191,Above
-0.236,1000,-0.5,1000,15.0,49,Below
-0.236,1000,-0.382,1000,10.7,149,Above
-0.236,1000,-0.382,1000,27.0,35,Below
-0.236,1000,-0.236,1000,34.3,75,Above
-0.236,1000,-0.236,1000,24.3,119,Below
-0.236,1000,0.0,1000,21.9,297,Above
-0.236,1000,0.0,1000,28.5,85,Below
-0.236,1000,0.236,1000,33.0,39,Above
-0.236,1000,0.236,1000,91.5,107,Below
-0.236,1000,0.382,1000,34.8,100,Above
-0.236,1000,0.382,1000,10.4,138,Below
-0.236,1000,0.5,1000,46.0,185,Above
-0.236,1000,0.5,1000,81.0,176,Below
-0.236,1000,0.618,1000,20.4,35,Above
-0.236,1000,0.618,1000,91.8,101,Below
-0.236,1000,0.786,1000,63.9,196,Above
-0.236,1000,0.786,1000,15.8,265,Below
-0.236,1000,1.0,1000,22.9,31,Above
-0.236,1000,1.0,1000,87.2,6,Below
-0.236,1100,-1.0,1100,49.8,248,Above
-0.236,1100,-1.0,1100,90.9,232,Below
-0.236,1100,-0.786,1100,8.4,116,Above
-0.236,1100,-0.786,1100,29.1,100,Below
-0.236,1100,-0.618,1100,7.8,144,Above
-0.236,1100,-0.618,1100,35.7,163,Below
-0.236,1100,-0.5,1100,32.3,203,Above
-0.236,1100,-0.5,1100,51.8,101,Below
-0.236,1100,-0.382,1100,94.6,24,Above
-0.236,1100,-0.382,1100,28.0,55,Below
-0.236,1100,-0.236,1100,44.2,131,Above
-0.236,1100,-0.236,1100,44.4,147,Below
-0.236,1100,0.0,1100,40.4,240,Above
-0.236,1100,0.0,1100,65.6,203,Below
-0.236,1100,0.236,1100,38.3,162,Above
-0.236,1100,0.236,1100,1.7,297,Below
-0.236,1100,0.382,1100,77.6,285,Above
-0.236,1100,0.382,1100,15.5,71,Below
-0.236,1100,0.5,1100,85.6,106,Above
-0.236,1100,0.5,1100,99.6,103,Below
-0.236,1100,0.618,1100,16.4,219,Above
-0.236,1100,0.618,1100,0.5,191,Below
-0.236,1100,0.786,1100,76.9,70,Above
-0.236,1100,0.786,1100,64.3,239,Below
-0.236,1100,1.0,1100,59.9,273,Above
-0.236,1100,1.0,1100,33.0,202,Below
-0.236,1200,-1.0,1200,93.4,281,Above
-0.236,1200,-1.0,1200,31.6,126,Below
-0.236,1200,-0.786,1200,68.4,198,Above
-0.236,1200,-0.786,1200,73.5,100,Below
-0.236,1200,-0.618,1200,91.2,275,Above
-0.236,1200,-0.618,1200,44.1,189,Below
-0.236,1200,-0.5,1200,60.0,109,Above
-0.236,1200,-0.5,1200,43.8,243,Below
-0.236,1200,-0.382,1200,98.7,37,Above
-0.236,1200,-0.382,1200,84.1,136,Below
-0.236,1200,-0.236,1200,91.9,42,Above
-0.236,1200,-0.236,1200,28.5,78,Below
-0.236,1200,0.0,1200,70.3,15,Above
-0.236,1200,0.0,1200,33.9,264,Below
-0.236,1200,0.236,1200,9.5,292,Above
-0.236,1200,0.236,1200,22.6,136,Below
-0.236,1200,0.382,1200,88.4,13,Above
-0.236,1200,0.382,1200,35.2,257,Below
-0.236,1200,0.5,1200,76.5,245,Above
-0.236,1200,0.5,1200,8.6,54,Below
-0.236,1200,0.618,1200,16.5,77,Above
-0.236,1200,0.618,1200,21.5,4,Below
-0.236,1200,0.786,1200,2.8,7,Above
-0.236,1200,0.786,1200,28.9,106,Below
-0.236,1200,1.0,1200,90.3,21,Above
-0.236,1200,1.0,1200,80.7,155,Below
-0.236,1300,-1.0,1300,99.2,246,Above
-0.236,1300,-1.0,1300,85.6,222,Below
-0.236,1300,-0.786,1300,22.6,25,Above
-0.236,1300,-0.786,1300,94.0,107,Below
-0.236,1300,-0.618,1300,99.6,127,Above
-0.236,1300,-0.618,1300,89.6,232,Below
-0.236,1300,-0.5,1300,69.5,292,Above
-0.236,1300,-0.5,1300,29.2,7,Below
-0.236,1300,-0.382,1300,28.5,260,Above
-0.236,1300,-0.382,1300,14.6,284,Below
-0.236,1300,-0.236,1300,48.8,274,Above
-0.236,1300,-0.236,1300,24.3,262,Below
-0.236,1300,0.0,1300,44.3,126,Above
-0.236,1300,0.0,1300,91.9,114,Below
-0.236,1300,0.236,1300,39.0,263,Above
-0.236,1300,0.236,1300,66.0,19,Below
-0.236,1300,0.382,1300,69.0,79,Above
-0.236,1300,0.382,1300,70.1,160,Below
-0.236,1300,0.5,1300,53.2,9,Above
-0.236,1300,0.5,1300,90.6,202,Below
-0.236,1300,0.618,1300,1.8,197,Above
-0.236,1300,0.618,1300,73.1,94,Below
-0.236,1300,0.786,1300,91.5,180,Above
-0.236,1300,0.786,1300,95.5,207,Below
-0.236,1300,1.0,1300,37.4,16,Above
-0.236,1300,1.0,1300,8.0,271,Below
-0.236,1400,-1.0,1400,38.0,68,Above
-0.236,1400,-1.0,1400,63.2,112,Below
-0.236,1400,-0.786,1400,79.9,102,Above
-0.236,1400,-0.786,1400,5.8,63,Below
-0.236,1400,-0.618,1400,55.1,285,Above
-0.236,1400,-0.618,1400,2.5,127,Below
-0.236,1400,-0.5,1400,60.6,166,Above
-0.236,1400,-0.5,1400,11.3,93,Below
-0.236,1400,-0.382,1400,59.7,28,Above
-0.236,1400,-0.382,1400,21.7,22,Below
-0.236,1400,-0.236,1400,18.7,44,Above
-0.236,1400,-0.236,1400,50.1,121,Below
-0.236,1400,0.0,1400,54.2,227,Above
-0.236,1400,0.0,1400,17.5,217,Below
-0.236,1400,0.236,1400,60.4,30,Above
-0.236,1400,0.236,1400,58.7,270,Below
-0.236,1400,0.382,1400,20.2,279,Above
-0.236,1400,0.382,1400,31.5,106,Below
-0.236,1400,0.5,1400,13.4,211,Above
-0.236,1400,0.5,1400,58.3,52,Below
-0.236,1400,0.618,1400,3.2,254,Above
-0.236,1400,0.618,1400,23.1,30,Below
-0.236,1400,0.786,1400,77.5,227,Above
-0.236,1400,0.786,1400,4.4,295,Below
-0.236,1400,1.0,1400,3.9,197,Above
-0.236,1400,1.0,1400,65.1,23,Below
-0.236,1500,-1.0,1500,86.4,166,Above
-0.236,1500,-1.0,1500,4.5,11,Below
-0.236,1500,-0.786,1500,58.6,186,Above
-0.236,1500,-0.786,1500,44.7,216,Below
-0.236,1500,-0.618,1500,25.2,172,Above
-0.236,1500,-0.618,1500,99.3,295,Below
-0.236,1500,-0.5,1500,46.1,53,Above
-0.236,1500,-0.5,1500,66.5,241,Below
-0.236,1500,-0.382,1500,75.4,97,Above
-0.236,1500,-0.382,1500,44.0,173,Below
-0.236,1500,-0.236,1500,16.9,235,Above
-0.236,1500,-0.236,1500,94.7,298,Below
-0.236,1500,0.0,1500,59.2,200,Above
-0.236,1500,0.0,1500,29.0,129,Below
-0.236,1500,0.236,1500,9.5,272,Above
-0.236,1500,0.236,1500,17.5,157,Below
-0.236,1500,0.382,1500,24.8,242,Above
-0.236,1500,0.382,1500,66.4,198,Below
-0.236,1500,0.5,1500,93.3,111,Above
-0.236,1500,0.5,1500,10.2,268,Below
-0.236,1500,0.618,1500,21.8,259,Above
-0.236,1500,0.618,1500,66.3,228,Below
-0.236,1500,0.786,1500,70.6,241,Above
-0.236,1500,0.786,1500,89.5,87,Below
-0.236,1500,1.0,1500,20.0,20,Above
-0.236,1500,1.0,1500,15.2,205,Below
-0.236,1600,-1.0,1600,57.5,232,Above
-0.236,1600,-1.0,1600,46.4,191,Below
-0.236,1600,-0.786,1600,78.5,50,Above
-0.236,1600,-0.786,1600,23.3,24,Below
-0.236,1600,-0.618,1600,54.1,245,Above
-0.236,1600,-0.618,1600,47.5,86,Below
-0.236,1600,-0.5,1600,37.1,229,Above
-0.236,1600,-0.5,1600,63.0,239,Below
-0.236,1600,-0.382,1600,61.8,242,Above
-0.236,1600,-0.382,1600,87.6,52,Below
-0.236,1600,-0.236,1600,59.7,185,Above
-0.236,1600,-0.236,1600,13.1,39,Below
-0.236,1600,0.0,1600,4.3,218,Above
-0.236,1600,0.0,1600,56.1,262,Below
-0.236,1600,0.236,1600,31.8,99,Above
-0.236,1600,0.236,1600,31.1,199,Below
-0.236,1600,0.382,1600,68.9,264,Above
-0.236,1600,0.382,1600,0.4,25,Below
-0.236,1600,0.5,1600,40.5,233,Above
-0.236,1600,0.5,1600,88.8,23,Below
-0.236,1600,0.618,1600,42.7,24,Above
-0.236,1600,0.618,1600,97.3,146,Below
-0.236,1600,0.786,1600,62.8,175,Above
-0.236,1600,0.786,1600,54.3,204,Below
-0.236,1600,1.0,1600,96.7,277,Above
-0.236,1600,1.0,1600,23.0,289,Below
0.0,OPEN,-1.0,OPEN,39.5,161,Above
0.0,OPEN,-1.0,OPEN,97.5,125,Below
0.0,OPEN,-0.786,OPEN,87.9,176,Above
0.0,OPEN,-0.786,OPEN,36.9,118,Below
0.0,OPEN,-0.618,OPEN,86.6,38,Above
0.0,OPEN,-0.618,OPEN,66.9,220,Below
0.0,OPEN,-0.5,OPEN,55.0,137,Above
0.0,OPEN,-0.5,OPEN,70.8,141,Below
0.0,OPEN,-0.382,OPEN,84.9,66,Above
0.0,OPEN,-0.382,OPEN,23.7,234,Below
0.0,OPEN,-0.236,OPEN,23.8,14,Above
0.0,OPEN,-0.236,OPEN,71.0,83,Below
0.0,OPEN,0.0,OPEN,29.1,63,Above
0.0,OPEN,0.0,OPEN,9.5,103,Below
0.0,OPEN,0.236,OPEN,31.4,1,Above
0.0,OPEN,0.236,OPEN,65.2,209,Below
0.0,OPEN,0.382,OPEN,99.7,300,Above
0.0,OPEN,0.382,OPEN,96.4,295,Below
0.0,OPEN,0.5,OPEN,17.9,2,Above
0.0,OPEN,0.5,OPEN,67.5,262,Below
0.0,OPEN,0.618,OPEN,2.3,161,Above
0.0,OPEN,0.618,OPEN,96.4,103,Below
0.0,OPEN,0.786,OPEN,4.7,82,Above
0.0,OPEN,0.786,OPEN,72.4,32,Below
0.0,OPEN,1.0,OPEN,99.7,198,Above
0.0,OPEN,1.0,OPEN,97.1,165,Below
0.0,0900,-1.0,0900,96.6,13,Above
0.0,0900,-1.0,0900,8.2,134,Below
0.0,0900,-0.786,0900,82.5,167,Above
0.0,0900,-0.786,0900,24.7,295,Below
0.0,0900,-0.618,0900,37.8,43,Above
0.0,0900,-0.618,0900,90.0,150,Below
0.0,0900,-0.5,0900,50.0,131,Above
0.0,0900,-0.5,0900,32.8,187,Below
0.0,0900,-0.382,0900,81.6,260,Above
0.0,0900,-0.382,0900,62.2,157,Below
0.0,0900,-0.236,0900,78.9,236,Above
0.0,0900,-0.236,0900,76.7,201,Below
0.0,0900,0.0,0900,43.0,271,Above
0.0,0900,0.0,0900,37.8,286,Below
0.0,0900,0.236,0900,2.1,126,Above
0.0,0900,0.236,0900,27.5,188,Below
0.0,0900,0.382,0900,61.3,80,Above
0.0,0900,0.382,0900,2.9,190,Below
0.0,0900,0.5,0900,45.5,290,Above
0.0,0900,0.5,0900,24.7,250,Below
0.0,0900,0.618,0900,32.4,120,Above
0.0,0900,0.618,0900,72.8,60,Below
0.0,0900,0.786,0900,52.2,206,Above
0.0,0900,0.786,0900,24.5,44,Below
0.0,0900,1.0,0900,7.8,19,Above
0.0,0900,1.0,0900,44.7,37,Below
0.0,1000,-1.0,1000,91.4,224,Above
0.0,1000,-1.0,1000,44.4,22,Below
0.0,1000,-0.786,1000,54.8,19,Above
0.0,1000,-0.786,1000,62.4,257,Below
0.0,1000,-0.618,1000,89.3,33,Above
0.0,1000,-0.618,1000,91.4,192,Below
0.0,1000,-0.5,1000,65.1,184,Above
0.0,1000,-0.5,1000,95.1,242,Below
0.0,1000,-0.382,1000,42.3,227,Above
0.0,1000,-0.382,1000,14.9,285,Below
0.0,1000,-0.236,1000,86.7,273,Above
0.0,1000,-0.236,1000,80.1,237,Below
0.0,1000,0.0,1000,93.3,81,Above
0.0,1000,0.0,1000,5.2,74,Below
0.0,1000,0.236,1000,79.0,1,Above
0.0,1000,0.236,1000,67.4,145,Below
0.0,1000,0.382,1000,97.3,226,Above
0.0,1000,0.382,1000,91.4,130,Below
0.0,1000,0.5,1000,37.8,218,Above
0.0,1000,0.5,1000,84.1,238,Below
0.0,1000,0.618,1000,75.7,183,Above
0.0,1000,0.618,1000,32.0,66,Below
0.0,1000,0.786,1000,95.4,260,Above
0.0,1000,0.786,1000,38.9,28,Below
0.0,1000,1.0,1000,40.1,12,Above
0.0,1000,1.0,1000,37.1,173,Below
0.0,1100,-1.0,1100,52.7,269,Above
0.0,1100,-1.0,1100,41.0,267,Below
0.0,1100,-0.786,1100,71.1,245,Above
0.0,1100,-0.786,1100,95.5,239,Below
0.0,1100,-0.618,1100,57.1,19,Above
0.0,1100,-0.618,1100,48.8,88,Below
0.0,1100,-0.5,1100,94.4,271,Above
0.0,1100,-0.5,1100,67.0,157,Below
0.0,1100,-0.382,1100,35.4,106,Above
0.0,1100,-0.382,1100,46.4,251,Below
0.0,1100,-0.236,1100,60.3,217,Above
0.0,1100,-0.236,1100,83.3,92,Below
0.0,1100,0.0,1100,0.1,135,Above
0.0,1100,0.0,1100,1.0,43,Below
0.0,1100,0.236,1100,38.0,188,Above
0.0,1100,0.236,1100,41.1,132,Below
0.0,1100,0.382,1100,89.6,296,Above
0.0,1100,0.382,1100,70.1,192,Below
0.0,1100,0.5,1100,71.3,62,Above
0.0,1100,0.5,1100,57.3,160,Below
0.0,1100,0.618,1100,8.9,183,Above
0.0,1100,0.618,1100,51.2,285,Below
0.0,1100,0.786,1100,80.2,45,Above
0.0,1100,0.786,1100,63.8,115,Below
0.0,1100,1.0,1100,56.4,249,Above
0.0,1100,1.0,1100,85.0,58,Below
0.0,1200,-1.0,1200,77.7,79,Above
0.0,1200,-1.0,1200,38.0,232,Below
0.0,1200,-0.786,1200,32.7,291,Above
0.0,1200,-0.786,1200,37.4,128,Below
0.0,1200,-0.618,1200,33.1,152,Above
0.0,1200,-0.618,1200,10.4,205,Below
0.0,1200,-0.5,1200,82.5,290,Above
0.0,1200,-0.5,1200,43.4,219,Below
0.0,1200,-0.382,1200,24.3,87,Above
0.0,1200,-0.382,1200,99.7,267,Below
0.0,1200,-0.236,1200,34.8,81,Above
0.0,1200,-0.236,1200,68.4,36,Below
0.0,1200,0.0,1200,60.5,266,Above
0.0,1200,0.0,1200,23.6,21,Below
0.0,1200,0.236,1200,78.6,157,Above
0.0,1200,0.236,1200,41.3,18,Below
0.0,1200,0.382,1200,85.9,26,Above
0.0,1200,0.382,1200,57.9,247,Below
0.0,1200,0.5,1200,43.5,295,Above
0.0,1200,0.5,1200,94.5,163,Below
0.0,1200,0.618,1200,32.5,127,Above
0.0,1200,0.618,1200,49.5,52,Below
0.0,1200,0.786,1200,81.2,195,Above
0.0,1200,0.786,1200,76.5,79,Below
0.0,1200,1.0,1200,27.8,127,Above
0.0,1200,1.0,1200,1.1,288,Below
0.0,1300,-1.0,1300,48.9,16,Above
0.0,1300,-1.0,1300,29.5,168,Below
0.0,1300,-0.786,1300,69.7,76,Above
0.0,1300,-0.786,1300,82.0,158,Below
0.0,1300,-0.618,1300,68.6,167,Above
0.0,1300,-0.618,1300,68.1,244,Below
0.0,1300,-0.5,1300,58.3,95,Above
0.0,1300,-0.5,1300,99.6,1,Below
0.0,1300,-0.382,1300,11.1,181,Above
0.0,1300,-0.382,1300,35.5,248,Below
0.0,1300,-0.236,1300,93.4,256,Above
0.0,1300,-0.236,1300,18.0,225,Below
0.0,1300,0.0,1300,68.0,60,Above
0.0,1300,0.0,1300,44.3,6,Below
0.0,1300,0.236,1300,4.2,162,Above
0.0,1300,0.236,1300,32.7,153,Below
0.0,1300,0.382,1300,37.4,156,Above
0.0,1300,0.382,1300,4.2,32,Below
0.0,1300,0.5,1300,38.0,139,Above
0.0,1300,0.5,1300,77.0,194,Below
0.0,1300,0.618,1300,37.1,184,Above
0.0,1300,0.618,1300,37.1,111,Below
0.0,1300,0.786,1300,19.6,34,Above
0.0,1300,0.786,1300,18.4,199,Below
0.0,1300,1.0,1300,33.7,267,Above
0.0,1300,1.0,1300,95.6,179,Below
0.0,1400,-1.0,1400,0.8,82,Above
0.0,1400,-1.0,1400,31.5,139,Below
0.0,1400,-0.786,1400,15.6,94,Above
0.0,1400,-0.786,1400,62.7,270,Below
0.0,1400,-0.618,1400,24.9,14,Above
0.0,1400,-0.618,1400,80.8,1,Below
0.0,1400,-0.5,1400,80.3,234,Above
0.0,1400,-0.5,1400,79.2,36,Below
0.0,1400,-0.382,1400,51.6,238,Above
0.0,1400,-0.382,1400,73.7,138,Below
0.0,1400,-0.236,1400,75.2,290,Above
0.0,1400,-0.236,1400,42.5,42,Below
0.0,1400,0.0,1400,78.4,256,Above
0.0,1400,0.0,1400,29.3,252,Below
0.0,1400,0.236,1400,79.1,159,Above
0.0,1400,0.236,1400,7.0,292,Below
0.0,1400,0.382,1400,63.0,233,Above
0.0,1400,0.382,1400,23.9,177,Below
0.0,1400,0.5,1400,28.9,254,Above
0.0,1400,0.5,1400,89.9,2,Below
0.0,1400,0.618,1400,49.0,148,Above
0.0,1400,0.618,1400,34.5,177,Below
0.0,1400,0.786,1400,73.7,109,Above
0.0,1400,0.786,1400,97.5,249,Below
0.0,1400,1.0,1400,73.2,156,Above
0.0,1400,1.0,1400,60.1,114,Below
0.0,1500,-1.0,1500,53.6,231,Above
0.0,1500,-1.0,1500,19.0,259,Below
0.0,1500,-0.786,1500,44.5,133,Above
0.0,1500,-0.786,1500,65.7,187,Below
0.0,1500,-0.618,1500,14.1,16,Above
0.0,1500,-0.618,1500,17.2,152,Below
0.0,1500,-0.5,1500,33.5,183,Above
0.0,1500,-0.5,1500,96.3,245,Below
0.0,1500,-0.382,1500,32.2,237,Above
0.0,1500,-0.382,1500,58.5,226,Below
0.0,1500,-0.236,1500,78.2,65,Above
0.0,1500,-0.236,1500,57.5,276,Below
0.0,1500,0.0,1500,9.2,115,Above
0.0,1500,0.0,1500,48.5,210,Below
0.0,1500,0.236,1500,83.2,60,Above
0.0,1500,0.236,1500,3.5,212,Below
0.0,1500,0.382,1500,31.7,251,Above
0.0,1500,0.382,1500,94.0,13,Below
0.0,1500,0.5,1500,98.8,106,Above
0.0,1500,0.5,1500,70.3,180,Below
0.0,1500,0.618,1500,52.3,262,Above
0.0,1500,0.618,1500,56.3,288,Below
0.0,1500,0.786,1500,22.9,87,Above
0.0,1500,0.786,1500,65.8,196,Below
0.0,1500,1.0,1500,76.8,212,Above
0.0,1500,1.0,1500,83.9,225,Below
0.0,1600,-1.0,1600,70.3,245,Above
0.0,1600,-1.0,1600,83.9,159,Below
0.0,1600,-0.786,1600,54.7,115,Above
0.0,1600,-0.786,1600,39.4,14,Below
0.0,1600,-0.618,1600,6.4,293,Above
0.0,1600,-0.618,1600,89.0,188,Below
0.0,1600,-0.5,1600,91.8,199,Above
0.0,1600,-0.5,1600,86.8,37,Below
0.0,1600,-0.382,1600,85.6,163,Above
0.0,1600,-0.382,1600,38.9,176,Below
0.0,1600,-0.236,1600,59.2,93,Above
0.0,1600,-0.236,1600,92.7,104,Below
0.0,1600,0.0,1600,23.8,105,Above
0.0,1600,0.0,1600,69.9,21,Below
0.0,1600,0.236,1600,84.4,76,Above
0.0,1600,0.236,1600,89.0,40,Below
0.0,1600,0.382,1600,54.5,182,Above
0.0,1600,0.382,1600,54.2,16,Below
0.0,1600,0.5,1600,86.5,270,Above
0.0,1600,0.5,1600,60.6,214,Below
0.0,1600,0.618,1600,92.5,247,Above
0.0,1600,0.618,1600,27.0,73,Below
0.0,1600,0.786,1600,54.2,1,Above
0.0,1600,0.786,1600,69.5,38,Below
0.0,1600,1.0,1600,38.6,15,Above
0.0,1600,1.0,1600,32.2,92,Below
0.236,OPEN,-1.0,OPEN,8.3,250,Above
0.236,OPEN,-1.0,OPEN,40.3,91,Below
0.236,OPEN,-0.786,OPEN,37.8,290,Above
0.236,OPEN,-0.786,OPEN,42.4,41,Below
0.236,OPEN,-0.618,OPEN,93.6,293,Above
0.236,OPEN,-0.618,OPEN,81.4,289,Below
0.236,OPEN,-0.5,OPEN,79.5,9,Above
0.236,OPEN,-0.5,OPEN,65.4,104,Below
0.236,OPEN,-0.382,OPEN,20.5,153,Above
0.236,OPEN,-0.382,OPEN,97.6,261,Below
0.236,OPEN,-0.236,OPEN,75.6,134,Above
0.236,OPEN,-0.236,OPEN,99.0,91,Below
0.236,OPEN,0.0,OPEN,77.2,112,Above
0.236,OPEN,0.0,OPEN,42.5,85,Below
0.236,OPEN,0.236,OPEN,32.8,296,Above
0.236,OPEN,0.236,OPEN,74.9,262,Below
0.236,OPEN,0.382,OPEN,58.1,289,Above
0.236,OPEN,0.382,OPEN,13.8,258,Below
0.236,OPEN,0.5,OPEN,44.4,145,Above
0.236,OPEN,0.5,OPEN,49.4,202,Below
0.236,OPEN,0.618,OPEN,81.5,39,Above
0.236,OPEN,0.618,OPEN,55.6,284,Below
0.236,OPEN,0.786,OPEN,4.1,42,Above
0.236,OPEN,0.786,OPEN,0.1,182,Below
0.236,OPEN,1.0,OPEN,14.6,162,Above
0.236,OPEN,1.0,OPEN,26.4,230,Below
0.236,0900,-1.0,0900,25.1,120,Above
0.236,0900,-1.0,0900,72.7,99,Below
0.236,0900,-0.786,0900,32.0,179,Above
0.236,0900,-0.786,0900,51.3,234,Below
0.236,0900,-0.618,0900,0.7,234,Above
0.236,0900,-0.618,0900,48.3,278,Below
0.236,0900,-0.5,0900,21.3,76,Above
0.236,0900,-0.5,0900,14.2,182,Below
0.236,0900,-0.382,0900,99.3,211,Above
0.236,0900,-0.382,0900,46.6,42,Below
0.236,0900,-0.236,0900,92.6,231,Above
0.236,0900,-0.236,0900,38.1,260,Below
0.236,0900,0.0,0900,78.3,65,Above
0.236,0900,0.0,0900,39.5,200,Below
0.236,0900,0.236,0900,67.0,60,Above
0.236,0900,0.236,0900,44.9,14,Below
0.236,0900,0.382,0900,35.1,188,Above
0.236,0900,0.382,0900,92.0,126,Below
0.236,0900,0.5,0900,95.9,104,Above
0.236,0900,0.5,0900,46.3,205,Below
0.236,0900,0.618,0900,72.1,195,Above
0.236,0900,0.618,0900,6.9,148,Below
0.236,0900,0.786,0900,55.4,112,Above
