trigger_level,trigger_hour,goal_level,goal_hour,percent_complete,raw_count,direction
0.618,1200,1.0,1200,74.7,118,Above
0.618,1300,-1.0,1100,44.6,78,Below
0.618,1300,-0.786,OPEN,31.0,36,Below
0.618,1300,-0.618,1500,55.3,30,Below
0.618,1300,-0.5,1100,87.3,64,Below
0.618,1300,-0.382,1400,95.3,45,Below
0.618,1300,-0.236,OPEN,50.6,48,Below
0.618,1300,0.0,OPEN,31.9,70,Below
0.618,1300,0.236,1600,7.8,118,Below
0.618,1300,0.382,1000,34.9,127,Below
0.618,1300,0.5,1200,67.7,85,Below
0.618,1300,0.786,1400,46.2,66,Above
0.618,1300,1.0,1300,29.6,96,Above
0.618,1400,-1.0,1100,23.0,54,Below
0.618,1400,-0.786,OPEN,74.1,94,Below
0.618,1400,-0.618,0900,53.2,117,Below
0.618,1400,-0.5,0900,29.7,42,Below
0.618,1400,-0.382,OPEN,41.4,131,Below
0.618,1400,-0.236,1000,22.2,37,Below
0.618,1400,0.0,1400,5.8,136,Below
0.618,1400,0.236,1000,33.6,135,Below
0.618,1400,0.382,1500,61.6,146,Below
0.618,1400,0.5,OPEN,42.9,28,Below
0.618,1400,0.786,1000,69.6,107,Above
0.618,1400,1.0,1000,54.7,138,Above
0.618,1500,-1.0,0900,2.2,57,Below
0.618,1500,-0.786,OPEN,49.6,70,Below
0.618,1500,-0.618,1400,14.3,35,Below
0.618,1500,-0.5,OPEN,20.6,78,Below
0.618,1500,-0.382,OPEN,67.9,67,Below
0.618,1500,-0.236,OPEN,95.1,71,Below
0.618,1500,0.0,OPEN,85.7,140,Below
0.618,1500,0.236,1200,22.2,35,Below
0.618,1500,0.382,1600,73.1,82,Below
0.618,1500,0.5,1500,75.3,102,Below
0.618,1500,0.786,1600,87.4,117,Above
0.618,1500,1.0,1000,28.6,92,Above
0.618,1600,-1.0,1000,85.5,24,Below
0.618,1600,-0.786,1000,1.3,39,Below
0.618,1600,-0.618,1600,80.4,137,Below
0.618,1600,-0.5,0900,6.7,31,Below
0.618,1600,-0.382,1300,38.9,113,Below
0.618,1600,-0.236,1100,84.8,125,Below
0.618,1600,0.0,1600,98.2,91,Below
0.618,1600,0.236,0900,51.3,88,Below
0.618,1600,0.382,1100,99.7,132,Below
0.618,1600,0.5,1000,22.0,73,Below
0.618,1600,0.786,1500,6.9,71,Above
0.618,1600,1.0,1100,46.4,125,Above
0.786,OPEN,-1.0,0900,66.2,58,Below
0.786,OPEN,-0.786,1600,0.5,133,Below
0.786,OPEN,-0.618,0900,77.3,57,Below
0.786,OPEN,-0.5,1600,58.1,67,Below
0.786,OPEN,-0.382,1200,52.1,71,Below
0.786,OPEN,-0.236,1400,67.7,108,Below
0.786,OPEN,0.0,1200,20.7,53,Below
0.786,OPEN,0.236,1400,66.2,136,Below
0.786,OPEN,0.382,1300,75.0,140,Below
0.786,OPEN,0.5,1200,65.4,45,Below
0.786,OPEN,0.618,1200,54.2,71,Below
0.786,OPEN,1.0,1300,38.6,113,Above
0.786,0900,-1.0,1600,24.2,139,Below
0.786,0900,-0.786,OPEN,58.5,149,Below
0.786,0900,-0.618,1000,82.2,71,Below
0.786,0900,-0.5,OPEN,27.2,47,Below
0.786,0900,-0.382,1600,26.4,70,Below
0.786,0900,-0.236,OPEN,52.9,131,Below
0.786,0900,0.0,1100,82.4,83,Below
0.786,0900,0.236,1400,77.7,141,Below
0.786,0900,0.382,1400,98.3,93,Below
0.786,0900,0.5,1200,74.8,37,Below
0.786,0900,0.618,1500,3.1,72,Below
0.786,0900,1.0,1300,3.4,105,Above
0.786,1000,-1.0,1000,82.4,69,Below
0.786,1000,-0.786,1500,85.8,143,Below
0.786,1000,-0.618,1600,89.8,113,Below
0.786,1000,-0.5,1300,9.4,17,Below
0.786,1000,-0.382,OPEN,57.7,47,Below
0.786,1000,-0.236,1100,90.3,40,Below
0.786,1000,0.0,1000,99.8,104,Below
0.786,1000,0.236,OPEN,96.1,57,Below
0.786,1000,0.382,1200,23.2,123,Below
0.786,1000,0.5,OPEN,76.2,108,Below
0.786,1000,0.618,1000,62.5,94,Below
0.786,1000,1.0,1000,58.1,70,Above
0.786,1100,-1.0,1000,44.2,83,Below
0.786,1100,-0.786,1600,22.9,96,Below
0.786,1100,-0.618,1500,37.9,37,Below
0.786,1100,-0.5,1200,63.3,142,Below
0.786,1100,-0.382,1000,44.3,59,Below
0.786,1100,-0.236,1100,86.1,23,Below
0.786,1100,0.0,0900,36.2,129,Below
0.786,1100,0.236,1400,92.5,142,Below
0.786,1100,0.382,1400,69.1,98,Below
0.786,1100,0.5,1600,7.0,92,Below
0.786,1100,0.618,OPEN,63.6,13,Below
0.786,1100,1.0,OPEN,17.9,102,Above
0.786,1200,-1.0,0900,1.9,121,Below
0.786,1200,-0.786,OPEN,61.0,52,Below
0.786,1200,-0.618,1500,80.3,140,Below
0.786,1200,-0.5,1500,95.4,22,Below
0.786,1200,-0.382,0900,57.3,75,Below
0.786,1200,-0.236,1100,7.9,84,Below
0.786,1200,0.0,1500,9.5,52,Below
0.786,1200,0.236,1300,70.3,38,Below
0.786,1200,0.382,1500,23.1,137,Below
0.786,1200,0.5,1100,88.1,71,Below
0.786,1200,0.618,1400,50.2,97,Below
0.786,1200,1.0,1600,99.7,46,Above
0.786,1300,-1.0,OPEN,62.3,128,Below
0.786,1300,-0.786,1600,46.5,104,Below
0.786,1300,-0.618,1200,6.2,29,Below
0.786,1300,-0.5,1400,43.5,21,Below
0.786,1300,-0.382,OPEN,66.9,51,Below
0.786,1300,-0.236,1000,55.2,107,Below
0.786,1300,0.0,0900,41.6,67,Below
0.786,1300,0.236,0900,47.5,59,Below
0.786,1300,0.382,1300,94.2,61,Below
0.786,1300,0.5,1200,53.0,46,Below
0.786,1300,0.618,1600,96.8,49,Below
0.786,1300,1.0,1500,15.6,148,Above
0.786,1400,-1.0,1500,22.0,65,Below
0.786,1400,-0.786,1400,36.6,134,Below
0.786,1400,-0.618,1100,21.1,95,Below
0.786,1400,-0.5,1100,14.7,136,Below
0.786,1400,-0.382,1500,15.5,31,Below
0.786,1400,-0.236,0900,82.9,20,Below
0.786,1400,0.0,1200,47.8,19,Below
0.786,1400,0.236,1500,30.4,108,Below
0.786,1400,0.382,1400,8.2,66,Below
0.786,1400,0.5,1400,5.7,18,Below
0.786,1400,0.618,1300,72.5,27,Below
0.786,1400,1.0,1000,99.2,115,Above
0.786,1500,-1.0,1400,84.0,90,Below
0.786,1500,-0.786,1600,94.0,91,Below
0.786,1500,-0.618,1600,49.3,47,Below
0.786,1500,-0.5,1000,65.8,57,Below
0.786,1500,-0.382,0900,12.3,48,Below
0.786,1500,-0.236,1100,41.6,71,Below
0.786,1500,0.0,1500,19.6,90,Below
0.786,1500,0.236,OPEN,17.5,86,Below
0.786,1500,0.382,1600,51.3,23,Below
0.786,1500,0.5,1300,23.0,48,Below
0.786,1500,0.618,1500,37.2,129,Below
0.786,1500,1.0,1200,27.9,140,Above
0.786,1600,-1.0,1300,82.6,105,Below
0.786,1600,-0.786,1300,97.0,81,Below
0.786,1600,-0.618,1600,78.6,41,Below
0.786,1600,-0.5,1000,93.9,85,Below
0.786,1600,-0.382,OPEN,72.9,102,Below
0.786,1600,-0.236,1200,17.5,98,Below
0.786,1600,0.0,1600,25.3,93,Below
0.786,1600,0.236,1400,58.9,141,Below
0.786,1600,0.382,0900,5.4,90,Below
0.786,1600,0.5,1300,26.5,138,Below
0.786,1600,0.618,OPEN,29.4,81,Below
0.786,1600,1.0,0900,94.9,32,Above
1.0,OPEN,-1.0,1500,20.8,120,Below
1.0,OPEN,-0.786,1400,0.6,25,Below
1.0,OPEN,-0.618,1400,48.7,39,Below
1.0,OPEN,-0.5,1400,93.5,103,Below
1.0,OPEN,-0.382,0900,17.1,103,Below
1.0,OPEN,-0.236,1200,4.5,90,Below
1.0,OPEN,0.0,1500,22.7,117,Below
1.0,OPEN,0.236,1200,5.0,66,Below
1.0,OPEN,0.382,1100,92.8,120,Below
1.0,OPEN,0.5,OPEN,79.6,84,Below
1.0,OPEN,0.618,0900,21.6,41,Below
1.0,OPEN,0.786,OPEN,77.3,145,Below
1.0,0900,-1.0,1500,92.2,21,Below
1.0,0900,-0.786,OPEN,61.1,51,Below
1.0,0900,-0.618,1000,75.1,104,Below
1.0,0900,-0.5,OPEN,21.1,94,Below
1.0,0900,-0.382,1500,92.9,143,Below
1.0,0900,-0.236,1300,6.6,63,Below
1.0,0900,0.0,1500,77.5,124,Below
1.0,0900,0.236,1500,3.0,124,Below
1.0,0900,0.382,0900,66.8,92,Below
1.0,0900,0.5,1400,26.5,26,Below
1.0,0900,0.618,1300,67.8,37,Below
1.0,0900,0.786,0900,62.0,46,Below
1.0,1000,-1.0,1000,50.6,52,Below
1.0,1000,-0.786,1100,96.3,61,Below
1.0,1000,-0.618,OPEN,70.6,92,Below
1.0,1000,-0.5,1000,14.2,37,Below
1.0,1000,-0.382,OPEN,8.9,57,Below
1.0,1000,-0.236,1500,54.1,123,Below
1.0,1000,0.0,1100,19.8,146,Below
1.0,1000,0.236,1500,59.5,128,Below
1.0,1000,0.382,1600,91.3,76,Below
1.0,1000,0.5,1500,47.1,82,Below
1.0,1000,0.618,1100,75.4,19,Below
1.0,1000,0.786,1000,90.4,14,Below
1.0,1100,-1.0,1000,75.7,122,Below
1.0,1100,-0.786,1000,21.2,53,Below
1.0,1100,-0.618,0900,85.6,93,Below
1.0,1100,-0.5,1400,29.5,121,Below
1.0,1100,-0.382,OPEN,44.0,75,Below
1.0,1100,-0.236,1000,34.2,93,Below
1.0,1100,0.0,OPEN,82.2,125,Below
1.0,1100,0.236,1300,68.2,119,Below
1.0,1100,0.382,1100,73.4,34,Below
1.0,1100,0.5,1200,58.4,131,Below
1.0,1100,0.618,1200,35.5,116,Below
1.0,1100,0.786,1400,65.9,27,Below
1.0,1200,-1.0,1200,82.1,113,Below
1.0,1200,-0.786,1400,70.0,49,Below
1.0,1200,-0.618,0900,56.1,70,Below
1.0,1200,-0.5,1200,9.9,64,Below
1.0,1200,-0.382,1200,11.9,111,Below
1.0,1200,-0.236,1200,6.7,11,Below
1.0,1200,0.0,OPEN,70.0,60,Below
1.0,1200,0.236,1400,17.3,132,Below
1.0,1200,0.382,1500,29.6,134,Below
1.0,1200,0.5,1300,42.4,103,Below
1.0,1200,0.618,1600,3.2,40,Below
1.0,1200,0.786,1100,2.7,138,Below
1.0,1300,-1.0,1400,21.8,110,Below
1.0,1300,-0.786,OPEN,25.3,88,Below
1.0,1300,-0.618,OPEN,7.6,108,Below
1.0,1300,-0.5,1500,15.8,26,Below
1.0,1300,-0.382,OPEN,55.7,90,Below
1.0,1300,-0.236,1300,56.6,23,Below
1.0,1300,0.0,1500,80.8,63,Below
1.0,1300,0.236,OPEN,27.6,69,Below
1.0,1300,0.382,1300,67.9,67,Below
1.0,1300,0.5,OPEN,42.1,35,Below
1.0,1300,0.618,1200,31.2,143,Below
1.0,1300,0.786,1300,65.4,141,Below
1.0,1400,-1.0,OPEN,92.8,22,Below
1.0,1400,-0.786,1400,41.8,128,Below
1.0,1400,-0.618,1000,77.4,90,Below
1.0,1400,-0.5,1000,35.5,109,Below
1.0,1400,-0.382,1000,40.3,53,Below
1.0,1400,-0.236,1500,32.0,134,Below
1.0,1400,0.0,OPEN,89.9,59,Below
1.0,1400,0.236,OPEN,44.4,67,Below
1.0,1400,0.382,1200,7.0,77,Below
1.0,1400,0.5,1500,15.7,141,Below
1.0,1400,0.618,0900,55.7,145,Below
1.0,1400,0.786,1500,96.9,54,Below
1.0,1500,-1.0,0900,88.6,117,Below
1.0,1500,-0.786,1000,38.0,134,Below
1.0,1500,-0.618,1600,28.6,39,Below
1.0,1500,-0.5,1300,53.1,126,Below
1.0,1500,-0.382,1400,73.1,135,Below
1.0,1500,-0.236,1400,83.3,143,Below
1.0,1500,0.0,1500,84.5,117,Below
1.0,1500,0.236,1100,76.8,15,Below
1.0,1500,0.382,0900,25.0,131,Below
1.0,1500,0.5,1600,30.8,15,Below
1.0,1500,0.618,1500,3.9,76,Below
1.0,1500,0.786,OPEN,69.7,90,Below
1.0,1600,-1.0,1600,21.1,44,Below
1.0,1600,-0.786,1300,13.2,121,Below
1.0,1600,-0.618,1400,26.6,12,Below
1.0,1600,-0.5,1600,60.4,96,Below
1.0,1600,-0.382,OPEN,43.1,82,Below
1.0,1600,-0.236,1400,6.6,134,Below
1.0,1600,0.0,1200,30.7,39,Below
1.0,1600,0.236,1600,16.0,121,Below
1.0,1600,0.382,1600,79.7,67,Below
1.0,1600,0.5,1400,80.5,34,Below
1.0,1600,0.618,1000,60.2,19,Below
1.0,1600,0.786,1000,23.5,94,Below
